EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Department,DistanceFromHome,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,JobInvolvement,PerformanceRating,LeftRole
4.0,4.0,2.0,28,Research & Development,1,1,Manufacturing Director,25920,1.0,14,8,5.0,2,5,0,3,3,No
3.0,4.0,4.0,37,Research & Development,1,2,Healthcare Representative,53460,4.0,11,8,7.0,2,5,0,3,3,No
4.0,3.0,4.0,21,Research & Development,3,1,Laboratory Technician,42130,1.0,12,8,3.0,3,3,1,2,3,No
1.0,4.0,3.0,37,Research & Development,1,2,Sales Executive,41270,2.0,13,8,15.0,2,5,0,3,3,No
2.0,2.0,2.0,35,Sales,7,1,Sales Representative,24380,7.0,16,8,10.0,5,7,6,2,3,No
1.0,1.0,3.0,38,Research & Development,8,1,Manager,68700,1.0,11,8,8.0,5,8,7,3,3,No
3.0,2.0,1.0,26,Research & Development,1,2,Laboratory Technician,104470,1.0,18,8,6.0,3,6,1,3,3,No
1.0,2.0,2.0,50,Sales,8,1,Research Scientist,96670,3.0,23,8,28.0,2,10,1,2,4,No
3.0,3.0,2.0,53,Research & Development,11,2,Research Scientist,21480,3.0,11,8,21.0,2,5,1,3,3,No
2.0,3.0,3.0,42,Research & Development,4,1,Manufacturing Director,89260,1.0,14,8,20.0,4,20,11,1,3,No
2.0,4.0,2.0,29,Research & Development,16,1,Laboratory Technician,65130,1.0,11,8,10.0,2,10,0,3,3,No
2.0,4.0,3.0,55,Research & Development,1,1,Research Scientist,67990,3.0,11,8,12.0,2,10,0,3,3,No
1.0,1.0,3.0,26,Research & Development,9,1,Manager,162910,1.0,22,8,5.0,3,5,3,3,4,No
4.0,4.0,3.0,37,Sales,5,1,Research Scientist,27050,1.0,11,8,17.0,2,17,5,3,3,No
4.0,3.0,1.0,44,Research & Development,1,2,Research Scientist,103330,3.0,14,8,19.0,2,1,0,2,3,Yes
4.0,4.0,3.0,38,Sales,2,1,Manager,44480,9.0,12,8,10.0,3,2,1,2,3,No
1.0,2.0,3.0,26,Research & Development,4,3,Research Scientist,68540,2.0,11,8,5.0,5,3,0,2,3,Yes
4.0,4.0,3.0,28,Research & Development,7,1,Human Resources,96370,1.0,13,8,5.0,6,5,0,2,3,No
3.0,1.0,3.0,49,Research & Development,1,2,Research Scientist,35910,9.0,13,8,22.0,2,3,1,3,3,No
3.0,2.0,3.0,36,Sales,5,3,Sales Executive,54050,4.0,14,8,10.0,2,8,7,3,3,No
4.0,2.0,2.0,31,Research & Development,9,1,Sales Executive,46840,1.0,16,8,2.0,4,2,2,3,3,No
4.0,4.0,3.0,26,Research & Development,8,2,Manager,157870,1.0,12,8,8.0,5,8,7,3,3,Yes
2.0,4.0,2.0,37,Sales,9,1,Laboratory Technician,15140,1.0,14,8,4.0,3,4,1,3,3,No
3.0,2.0,4.0,42,Sales,2,3,Research Director,29560,5.0,13,8,23.0,2,20,4,3,3,No
3.0,3.0,3.0,18,Research & Development,1,1,Sales Executive,23350,1.0,14,8,0.0,3,0,0,2,3,Yes
3.0,2.0,2.0,35,Sales,20,1,Laboratory Technician,51540,0.0,19,8,12.0,2,11,6,2,3,No
3.0,4.0,3.0,36,Research & Development,8,3,Sales Executive,69620,4.0,12,8,4.0,2,1,0,2,3,No
4.0,2.0,3.0,51,Research & Development,2,2,Laboratory Technician,56750,5.0,13,8,13.0,2,4,1,2,3,No
4.0,2.0,3.0,41,Research & Development,29,1,Laboratory Technician,23790,1.0,12,8,22.0,6,22,0,3,3,No
4.0,3.0,3.0,18,Sales,7,1,Research Scientist,38120,1.0,15,8,0.0,3,0,0,3,3,No
2.0,1.0,3.0,28,Research & Development,9,1,Sales Representative,46480,0.0,23,8,9.0,2,8,0,2,4,No
2.0,4.0,2.0,31,Research & Development,8,1,Manufacturing Director,29360,4.0,12,8,10.0,2,8,7,3,3,No
3.0,4.0,2.0,39,Sales,5,2,Human Resources,21050,0.0,20,8,19.0,3,18,3,3,4,No
4.0,3.0,2.0,32,Sales,2,2,Laboratory Technician,27060,1.0,21,8,13.0,4,13,4,3,4,No
1.0,2.0,3.0,38,Research & Development,5,3,Research Scientist,63840,3.0,19,8,19.0,4,10,0,2,3,No
4.0,3.0,3.0,58,Research & Development,2,2,Manufacturing Director,39680,2.0,13,8,12.0,3,5,1,2,3,No
1.0,1.0,3.0,31,Sales,7,2,Sales Executive,132250,3.0,21,8,9.0,2,2,1,3,4,No
1.0,1.0,3.0,45,Research & Development,3,1,Sales Executive,35400,1.0,13,8,24.0,6,24,9,3,3,No
3.0,4.0,1.0,31,Sales,16,2,Research Scientist,28040,0.0,19,8,3.0,0,2,2,3,3,No
4.0,2.0,3.0,33,Research & Development,9,4,Research Director,193920,6.0,12,8,12.0,3,10,8,3,3,No
3.0,1.0,3.0,39,Sales,1,1,Sales Executive,196650,1.0,22,8,21.0,6,21,11,3,4,No
3.0,4.0,3.0,43,Research & Development,7,4,Research Scientist,24390,0.0,15,8,9.0,2,8,1,3,3,No
3.0,3.0,3.0,49,Research & Development,1,3,Manufacturing Director,73140,7.0,22,8,25.0,2,7,0,3,4,No
3.0,2.0,2.0,52,Research & Development,7,2,Research Scientist,47740,2.0,18,8,11.0,2,8,7,3,3,Yes
3.0,2.0,2.0,27,Research & Development,15,3,Research Scientist,39020,1.0,22,8,4.0,2,4,1,3,4,No
3.0,2.0,3.0,32,Research & Development,1,3,Research Scientist,26620,1.0,11,8,13.0,6,13,11,4,3,No
4.0,3.0,3.0,27,Research & Development,13,4,Research Director,28560,1.0,12,8,5.0,5,5,0,4,3,No
1.0,4.0,2.0,32,Research & Development,7,2,Healthcare Representative,24720,7.0,13,8,10.0,2,7,0,3,3,No
1.0,4.0,2.0,28,Research & Development,9,1,Sales Executive,56730,5.0,14,8,5.0,4,3,2,2,3,Yes
4.0,4.0,3.0,30,Research & Development,13,4,Research Director,41970,1.0,13,8,11.0,3,10,1,3,3,No
3.0,3.0,3.0,31,Research & Development,2,1,Manager,97130,1.0,17,8,10.0,5,10,8,2,3,No
3.0,4.0,3.0,39,Research & Development,19,1,Research Scientist,20620,1.0,13,8,21.0,4,21,13,3,3,No
4.0,3.0,2.0,39,Research & Development,1,1,Laboratory Technician,42840,4.0,17,8,12.0,0,1,0,3,3,Yes
2.0,4.0,2.0,33,Sales,4,4,Research Scientist,47880,3.0,11,8,9.0,0,7,0,3,3,No
4.0,3.0,3.0,47,Research & Development,4,2,Healthcare Representative,59060,4.0,23,8,21.0,4,3,1,4,4,No
3.0,3.0,4.0,43,Research & Development,14,5,Research Director,38860,1.0,17,8,9.0,2,9,0,3,3,No
3.0,2.0,3.0,27,Research & Development,2,1,Research Director,168230,0.0,17,8,6.0,3,5,1,3,3,No
4.0,3.0,2.0,54,Research & Development,1,2,Research Scientist,29330,3.0,12,8,20.0,2,4,0,3,3,No
3.0,1.0,2.0,43,Research & Development,7,2,Manager,65000,8.0,23,8,10.0,3,1,0,3,4,No
4.0,4.0,3.0,45,Sales,3,1,Sales Executive,171740,9.0,14,8,12.0,6,10,9,3,3,No
2.0,4.0,2.0,40,Research & Development,2,4,Research Scientist,50330,2.0,14,8,6.0,6,4,0,3,3,No
2.0,1.0,2.0,29,Research & Development,29,1,Research Scientist,23070,1.0,13,8,7.0,0,7,0,3,3,Yes
2.0,4.0,3.0,29,Human Resources,8,3,Sales Representative,25870,0.0,22,8,4.0,3,3,2,3,4,No
4.0,3.0,3.0,30,Research & Development,10,2,Research Scientist,55070,1.0,12,8,10.0,2,10,1,2,3,No
2.0,2.0,3.0,27,Research & Development,11,1,Manager,43930,1.0,18,8,8.0,2,8,0,2,3,No
4.0,4.0,2.0,37,Sales,1,2,Healthcare Representative,133480,7.0,14,8,8.0,4,6,0,3,3,No
3.0,4.0,3.0,38,Research & Development,28,1,Laboratory Technician,65830,0.0,12,8,12.0,1,11,2,3,3,No
3.0,4.0,2.0,31,Research & Development,6,3,Manager,81030,1.0,15,8,11.0,5,11,4,3,3,No
4.0,2.0,3.0,29,Research & Development,3,3,Sales Executive,39780,1.0,11,8,7.0,0,7,1,3,3,No
3.0,2.0,3.0,35,Sales,16,3,Manager,25440,0.0,13,8,17.0,3,16,0,4,3,No
3.0,4.0,2.0,23,Research & Development,20,1,Manufacturing Director,53990,1.0,23,8,4.0,2,4,0,2,4,No
4.0,2.0,3.0,41,Research & Development,9,1,Laboratory Technician,54870,6.0,19,8,8.0,0,5,1,3,3,No
2.0,3.0,3.0,47,Sales,1,2,Laboratory Technician,68340,3.0,16,8,5.0,2,0,0,4,3,No
1.0,4.0,3.0,42,Research & Development,3,1,Manager,10910,2.0,22,8,16.0,0,1,0,1,4,No
4.0,3.0,2.0,29,Sales,22,2,Human Resources,57360,1.0,22,8,4.0,1,4,0,2,4,No
3.0,3.0,3.0,42,Sales,7,3,Research Scientist,22260,0.0,12,8,4.0,3,3,1,2,3,No
3.0,2.0,3.0,32,Research & Development,2,2,Research Scientist,57470,1.0,13,8,8.0,0,8,0,3,3,No
1.0,3.0,1.0,48,Sales,13,4,Sales Executive,98540,3.0,16,8,15.0,2,0,0,2,3,No
3.0,1.0,3.0,37,Research & Development,8,2,Manufacturing Director,54670,4.0,12,8,13.0,2,7,6,3,3,No
4.0,3.0,4.0,30,Sales,25,1,Healthcare Representative,53800,7.0,21,8,4.0,0,2,2,3,4,No
3.0,3.0,3.0,26,Sales,28,5,Laboratory Technician,51510,1.0,15,8,8.0,3,8,7,3,3,No
1.0,4.0,3.0,42,Sales,2,1,Laboratory Technician,21330,3.0,13,8,14.0,2,1,0,3,3,No
1.0,2.0,3.0,21,Research & Development,9,4,Manufacturing Director,178750,1.0,12,8,3.0,5,3,1,2,3,Yes
4.0,4.0,3.0,36,Human Resources,28,2,Laboratory Technician,24320,4.0,22,8,7.0,4,1,0,1,4,No
1.0,4.0,3.0,36,Research & Development,6,2,Research Scientist,47710,4.0,13,8,16.0,2,13,1,3,3,No
4.0,3.0,3.0,57,Research & Development,21,5,Research Scientist,191610,2.0,18,8,15.0,2,3,1,1,3,No
4.0,3.0,3.0,40,Research & Development,8,2,Sales Executive,50870,3.0,14,8,10.0,3,7,1,3,3,No
1.0,4.0,2.0,21,Research & Development,1,2,Manager,28630,1.0,14,8,3.0,2,3,2,1,3,No
4.0,3.0,3.0,33,Human Resources,28,5,Manager,55610,1.0,21,8,1.0,3,1,0,1,4,Yes
3.0,1.0,3.0,37,Research & Development,5,4,Research Scientist,21440,6.0,19,8,17.0,3,5,0,4,3,No
3.0,3.0,4.0,46,Sales,2,2,Laboratory Technician,30650,2.0,11,8,7.0,3,1,0,3,3,No
1.0,2.0,3.0,41,Research & Development,16,1,Research Scientist,28100,1.0,11,8,8.0,3,8,7,4,3,Yes
4.0,4.0,3.0,50,Research & Development,9,3,Laboratory Technician,98880,6.0,15,8,20.0,2,4,1,3,3,No
3.0,3.0,3.0,40,Research & Development,8,1,Healthcare Representative,86280,2.0,20,8,8.0,2,6,1,2,4,Yes
3.0,2.0,3.0,31,Research & Development,1,4,Human Resources,28670,0.0,24,8,3.0,5,2,2,3,4,No
3.0,2.0,3.0,21,Human Resources,10,1,Laboratory Technician,53730,1.0,12,8,1.0,2,1,0,3,3,Yes
4.0,4.0,3.0,29,Research & Development,1,2,Research Director,66670,9.0,12,8,6.0,6,3,1,4,3,No
3.0,2.0,3.0,35,Research & Development,29,3,Sales Executive,50030,9.0,15,8,10.0,2,1,0,3,3,No
4.0,2.0,3.0,27,Sales,2,1,Sales Executive,23670,1.0,12,8,5.0,2,5,0,3,3,No
2.0,4.0,3.0,28,Research & Development,2,3,Manager,28580,1.0,12,8,7.0,2,7,0,2,3,No
2.0,3.0,3.0,49,Sales,2,2,Manufacturing Director,52040,8.0,14,8,26.0,3,5,0,3,3,No
3.0,4.0,2.0,51,Research & Development,1,1,Sales Executive,41050,4.0,22,8,18.0,2,7,0,3,4,No
4.0,3.0,3.0,36,Sales,15,1,Sales Executive,96790,4.0,12,8,6.0,1,2,2,3,3,No
1.0,4.0,2.0,34,Research & Development,7,1,Sales Representative,56170,8.0,25,8,9.0,3,5,0,3,4,Yes
3.0,4.0,3.0,55,Sales,26,1,Laboratory Technician,104480,2.0,13,8,30.0,3,5,1,3,3,No
4.0,3.0,4.0,24,Research & Development,1,5,Manager,28970,1.0,18,8,5.0,4,5,0,3,3,No
3.0,2.0,3.0,30,Research & Development,3,2,Manager,59680,1.0,13,8,1.0,3,1,0,3,3,No
3.0,1.0,3.0,26,Sales,14,2,Manager,75100,0.0,18,8,7.0,3,6,0,3,3,Yes
1.0,2.0,3.0,22,Research & Development,16,1,Research Scientist,29910,1.0,19,8,2.0,3,2,1,2,3,No
3.0,4.0,3.0,30,Sales,3,3,Research Scientist,11290,9.0,19,8,3.0,2,1,0,2,3,Yes
4.0,1.0,2.0,37,Research & Development,10,1,Sales Executive,133410,1.0,14,8,18.0,3,18,12,3,3,No
4.0,2.0,3.0,40,Research & Development,6,3,Research Scientist,43320,7.0,14,8,8.0,3,5,1,2,3,No
2.0,1.0,3.0,42,Research & Development,2,4,Manager,110310,3.0,12,8,8.0,2,5,1,2,3,No
3.0,2.0,2.0,37,Sales,9,3,Sales Executive,44400,2.0,11,8,18.0,3,1,0,2,3,No
1.0,2.0,3.0,43,Sales,10,1,Sales Executive,46170,1.0,11,8,25.0,2,25,3,3,3,No
2.0,3.0,3.0,40,Sales,6,1,Laboratory Technician,26470,6.0,13,8,20.0,2,1,0,2,3,No
1.0,1.0,2.0,54,Human Resources,9,2,Manufacturing Director,63230,4.0,23,8,24.0,2,4,1,2,4,No
3.0,3.0,3.0,34,Research & Development,28,1,Laboratory Technician,56770,9.0,20,8,6.0,3,3,1,3,4,No
2.0,1.0,1.0,31,Research & Development,10,3,Sales Executive,21870,1.0,15,8,13.0,2,13,3,2,3,No
4.0,4.0,3.0,43,Sales,14,1,Manufacturing Director,37480,7.0,14,8,8.0,3,3,1,2,3,No
3.0,3.0,3.0,43,Sales,27,2,Sales Representative,39770,4.0,18,8,8.0,3,5,0,3,3,No
2.0,4.0,3.0,25,Human Resources,7,1,Manufacturing Director,86330,1.0,19,8,5.0,2,5,1,4,3,No
2.0,3.0,3.0,37,Research & Development,1,3,Laboratory Technician,20080,3.0,22,8,15.0,5,13,10,2,4,No
4.0,1.0,3.0,31,Research & Development,24,3,Laboratory Technician,44400,1.0,13,8,4.0,2,4,3,3,3,No
2.0,3.0,3.0,39,Research & Development,26,1,Sales Executive,30670,1.0,20,8,21.0,5,21,1,1,4,No
3.0,1.0,2.0,56,Research & Development,20,3,Sales Executive,53210,9.0,14,8,36.0,1,7,7,3,3,No
2.0,3.0,3.0,30,Sales,5,2,Manufacturing Director,54100,0.0,17,8,6.0,2,5,4,3,3,No
2.0,1.0,3.0,41,Research & Development,7,3,Research Scientist,27820,1.0,14,8,10.0,2,10,0,2,3,No
3.0,1.0,3.0,28,Research & Development,7,3,Healthcare Representative,119570,1.0,13,8,10.0,2,10,1,2,3,No
1.0,1.0,3.0,25,Research & Development,5,3,Laboratory Technician,26600,5.0,13,8,6.0,3,2,0,3,3,Yes
4.0,3.0,3.0,52,Research & Development,26,2,Sales Representative,33750,2.0,21,8,28.0,2,5,0,2,4,No
1.0,4.0,2.0,45,Research & Development,2,1,Sales Executive,50980,3.0,14,8,8.0,4,2,0,3,3,No
4.0,4.0,1.0,52,Research & Development,12,2,Research Scientist,48780,2.0,11,8,31.0,3,5,1,3,3,No
1.0,3.0,3.0,42,Sales,10,2,Healthcare Representative,28370,2.0,13,8,19.0,0,5,0,2,3,No
3.0,4.0,3.0,30,Sales,25,1,Sales Executive,24060,2.0,20,8,11.0,5,5,0,3,4,No
1.0,1.0,1.0,60,Research & Development,10,1,Manufacturing Director,22690,5.0,18,8,33.0,4,29,11,3,3,No
3.0,3.0,2.0,46,Sales,19,1,Sales Executive,41080,2.0,14,8,19.0,5,10,0,2,3,No
4.0,4.0,4.0,42,Research & Development,18,4,Sales Executive,132060,0.0,13,8,7.0,2,6,0,3,3,No
1.0,2.0,3.0,24,Research & Development,27,1,Research Scientist,104220,1.0,17,8,6.0,0,5,1,2,3,Yes
4.0,3.0,2.0,34,Research & Development,5,2,Research Scientist,137440,0.0,20,8,3.0,3,2,1,3,4,Yes
4.0,4.0,3.0,38,Sales,3,2,Sales Executive,49070,1.0,11,8,1.0,3,1,0,3,3,No
3.0,3.0,3.0,40,Sales,26,1,Sales Executive,34820,0.0,18,8,21.0,2,20,1,2,3,No
1.0,4.0,1.0,26,Research & Development,3,4,Healthcare Representative,24360,1.0,24,8,3.0,2,3,0,4,4,No
3.0,4.0,1.0,30,Research & Development,15,2,Sales Executive,23800,4.0,18,8,9.0,2,5,1,2,3,No
2.0,3.0,3.0,29,Research & Development,8,3,Manufacturing Director,194310,1.0,11,8,10.0,3,10,0,3,3,No
3.0,2.0,4.0,29,Research & Development,19,3,Research Scientist,17900,5.0,16,8,6.0,4,2,1,2,3,Yes
1.0,4.0,4.0,19,Research & Development,4,1,Sales Executive,76440,1.0,15,8,1.0,2,1,0,3,3,Yes
3.0,1.0,3.0,30,Research & Development,2,3,Research Scientist,51310,0.0,15,8,10.0,2,9,7,3,3,No
1.0,4.0,2.0,57,Research & Development,2,4,Research Scientist,63060,3.0,12,8,32.0,3,1,0,3,3,No
2.0,3.0,3.0,50,Sales,10,3,Manager,47870,0.0,12,8,28.0,3,27,15,3,3,No
3.0,4.0,2.0,30,Sales,10,3,Laboratory Technician,188800,0.0,22,8,12.0,3,11,6,3,4,No
3.0,1.0,4.0,60,Research & Development,16,4,Laboratory Technician,23390,4.0,20,8,22.0,4,18,13,3,4,No
1.0,4.0,3.0,47,Research & Development,1,5,Manufacturing Director,135700,5.0,16,8,20.0,2,5,0,2,3,No
1.0,3.0,1.0,46,Sales,4,1,Laboratory Technician,67120,6.0,21,8,26.0,3,3,0,2,4,No
4.0,3.0,3.0,35,Research & Development,15,2,Laboratory Technician,54060,0.0,12,8,6.0,2,5,4,3,3,No
3.0,3.0,3.0,54,Research & Development,2,2,Human Resources,89380,7.0,11,8,19.0,2,1,0,3,3,No
4.0,3.0,3.0,34,Sales,8,1,Laboratory Technician,24390,3.0,11,8,14.0,2,7,5,4,3,No
3.0,4.0,3.0,46,Research & Development,2,1,Healthcare Representative,88370,2.0,18,8,15.0,3,3,1,2,3,No
3.0,2.0,4.0,31,Research & Development,7,2,Research Director,53430,1.0,14,8,13.0,3,13,0,3,3,No
2.0,3.0,4.0,33,Research & Development,10,4,Research Director,67280,7.0,22,8,15.0,2,7,7,2,4,Yes
1.0,4.0,3.0,33,Sales,5,2,Research Director,66520,7.0,25,8,8.0,5,4,1,3,4,Yes
4.0,2.0,3.0,30,Research & Development,2,1,Sales Executive,48500,0.0,12,8,4.0,4,3,1,3,3,No
4.0,3.0,3.0,35,Research & Development,12,2,Sales Representative,28090,4.0,23,8,10.0,2,8,0,1,4,No
1.0,3.0,3.0,31,Research & Development,22,2,Sales Executive,56890,3.0,15,8,12.0,2,1,0,2,3,Yes
2.0,1.0,3.0,34,Sales,17,1,Research Director,20010,9.0,22,8,11.0,5,3,0,4,4,Yes
2.0,3.0,3.0,42,Research & Development,2,1,Research Scientist,29770,4.0,15,8,8.0,3,2,2,2,3,No
2.0,4.0,2.0,36,Research & Development,3,1,Research Scientist,40250,1.0,11,8,10.0,3,10,9,3,3,No
3.0,3.0,3.0,22,Research & Development,7,2,Laboratory Technician,37850,5.0,13,8,4.0,2,2,1,3,3,Yes
2.0,4.0,3.0,48,Research & Development,6,1,Laboratory Technician,108540,2.0,14,8,14.0,6,9,6,3,3,No
1.0,2.0,3.0,55,Research & Development,1,1,Sales Executive,120310,3.0,11,8,37.0,5,10,7,3,3,No
4.0,4.0,3.0,41,Research & Development,3,2,Research Scientist,99360,7.0,17,8,16.0,2,14,1,2,3,No
2.0,3.0,3.0,40,Research & Development,15,2,Laboratory Technician,25710,7.0,14,8,22.0,1,20,5,3,3,No
3.0,3.0,3.0,39,Research & Development,12,1,Research Scientist,99910,1.0,16,8,8.0,3,8,0,3,3,No
2.0,4.0,4.0,31,Research & Development,1,3,Research Director,61420,4.0,13,8,10.0,2,6,0,2,3,No
4.0,1.0,2.0,42,Research & Development,5,3,Sales Executive,53900,1.0,14,8,10.0,3,10,5,3,3,No
4.0,2.0,4.0,45,Research & Development,2,4,Sales Executive,44040,0.0,23,8,9.0,2,8,3,3,4,No
2.0,3.0,2.0,26,Research & Development,2,2,Laboratory Technician,59930,0.0,12,8,8.0,3,7,1,3,3,Yes
4.0,4.0,4.0,29,Research & Development,5,1,Research Scientist,51300,4.0,11,8,8.0,3,3,1,2,3,No
1.0,3.0,3.0,33,Research & Development,16,1,Laboratory Technician,20900,4.0,16,8,10.0,2,6,0,3,3,No
3.0,4.0,2.0,31,Research & Development,2,1,Sales Executive,29090,9.0,14,8,10.0,2,5,0,3,3,No
2.0,2.0,3.0,18,Research & Development,2,1,Sales Executive,34680,1.0,18,8,0.0,4,0,0,4,3,Yes
3.0,1.0,3.0,40,Research & Development,1,2,Laboratory Technician,30680,3.0,19,8,20.0,3,1,0,2,3,No
1.0,3.0,3.0,41,Research & Development,23,2,Manufacturing Director,26700,2.0,15,8,10.0,2,8,0,2,3,No
1.0,3.0,3.0,26,Research & Development,9,3,Healthcare Representative,26930,5.0,17,8,8.0,3,0,0,2,3,No
1.0,3.0,3.0,35,Research & Development,16,2,Human Resources,95260,1.0,15,8,5.0,2,5,0,2,3,No
4.0,4.0,3.0,34,Research & Development,26,1,Laboratory Technician,52370,1.0,19,8,10.0,3,10,5,2,3,No
3.0,4.0,1.0,26,Sales,1,2,Manufacturing Director,24260,1.0,22,8,1.0,3,1,0,1,4,Yes
2.0,4.0,4.0,37,Research & Development,8,1,Sales Executive,41930,4.0,16,8,12.0,5,6,1,3,3,No
1.0,3.0,2.0,46,Research & Development,4,5,Human Resources,29110,5.0,13,8,28.0,3,2,1,3,3,No
1.0,2.0,3.0,37,Research & Development,7,1,Sales Executive,20280,1.0,16,8,9.0,3,9,7,3,3,No
4.0,1.0,3.0,52,Sales,2,1,Laboratory Technician,99800,3.0,11,8,18.0,2,10,6,3,3,No
4.0,3.0,3.0,32,Research & Development,7,2,Research Director,32980,8.0,22,8,6.0,4,4,1,2,4,Yes
4.0,4.0,3.0,24,Sales,22,1,Healthcare Representative,29350,0.0,14,8,3.0,5,2,2,2,3,No
3.0,3.0,3.0,38,Research & Development,5,1,Research Scientist,154270,3.0,16,8,18.0,2,1,0,3,3,No
2.0,2.0,2.0,37,Research & Development,1,5,Research Scientist,39440,6.0,11,8,8.0,3,6,4,3,3,No
4.0,3.0,3.0,49,Sales,21,1,Sales Executive,40110,1.0,18,8,31.0,2,31,0,1,3,No
2.0,4.0,3.0,24,Sales,1,1,Sales Executive,34070,1.0,15,8,6.0,2,6,1,2,3,No
1.0,2.0,4.0,26,Research & Development,19,4,Sales Executive,119940,1.0,14,8,6.0,6,5,1,3,3,No
4.0,2.0,3.0,24,Sales,7,1,Laboratory Technician,12320,1.0,12,8,1.0,4,1,0,1,3,No
1.0,2.0,3.0,50,Sales,2,1,Sales Executive,29600,1.0,14,8,32.0,2,32,10,3,3,No
2.0,3.0,3.0,25,Research & Development,2,1,Research Scientist,190940,1.0,16,8,7.0,3,7,0,2,3,No
1.0,3.0,3.0,24,Research & Development,2,2,Research Scientist,39190,1.0,21,8,6.0,3,6,1,3,4,Yes
2.0,1.0,4.0,30,Research & Development,9,2,Healthcare Representative,68250,1.0,14,8,1.0,2,1,0,3,3,Yes
2.0,4.0,3.0,34,Sales,6,4,Research Director,102480,1.0,12,8,6.0,4,6,1,3,3,No
2.0,1.0,1.0,31,Research & Development,9,1,Sales Representative,189470,2.0,12,8,9.0,2,3,1,2,3,Yes
1.0,4.0,3.0,35,Research & Development,2,5,Sales Executive,24960,4.0,17,8,9.0,3,3,0,3,3,No
1.0,4.0,4.0,31,Sales,1,2,Sales Executive,64650,4.0,17,8,13.0,3,7,5,3,3,No
1.0,3.0,2.0,27,Sales,22,1,Sales Representative,22060,0.0,14,8,6.0,4,5,0,3,3,No
4.0,3.0,2.0,37,Sales,9,2,Laboratory Technician,20860,4.0,14,8,17.0,3,3,1,3,3,No
4.0,2.0,4.0,20,Research & Development,17,1,Sales Representative,22930,1.0,13,8,1.0,3,1,0,1,3,No
3.0,4.0,3.0,42,Research & Development,28,2,Manufacturing Director,26450,1.0,15,8,10.0,5,10,2,3,3,No
2.0,4.0,2.0,43,Research & Development,10,2,Sales Executive,26830,4.0,11,8,21.0,3,1,0,3,3,No
3.0,1.0,2.0,38,Human Resources,2,1,Human Resources,20140,3.0,17,8,8.0,5,0,0,4,3,No
4.0,3.0,3.0,43,Sales,4,2,Healthcare Representative,34190,3.0,11,8,10.0,5,8,4,3,3,No
4.0,1.0,1.0,48,Research & Development,8,2,Laboratory Technician,53760,7.0,13,8,21.0,3,3,0,4,3,No
1.0,3.0,4.0,44,Sales,29,2,Sales Executive,19510,4.0,22,8,10.0,4,2,0,4,4,No
3.0,3.0,3.0,34,Research & Development,13,1,Laboratory Technician,23410,1.0,20,8,8.0,3,8,0,2,4,No
3.0,1.0,3.0,27,Sales,27,2,Research Scientist,22930,0.0,18,8,5.0,0,4,0,3,3,Yes
3.0,3.0,3.0,21,Sales,16,3,Sales Executive,87260,1.0,11,8,3.0,2,3,1,1,3,No
4.0,4.0,4.0,44,Research & Development,2,1,Laboratory Technician,40110,4.0,14,8,26.0,2,2,0,3,3,No
1.0,3.0,3.0,22,Research & Development,2,2,Laboratory Technician,195450,0.0,14,8,3.0,3,2,2,2,3,No
1.0,4.0,2.0,32,Research & Development,1,1,Healthcare Representative,30220,1.0,16,8,6.0,3,6,0,3,3,No
3.0,3.0,3.0,30,Research & Development,4,3,Manager,57720,1.0,17,8,1.0,3,1,0,3,3,No
4.0,1.0,4.0,53,Research & Development,24,3,Manager,22690,7.0,11,8,18.0,2,14,8,2,3,No
2.0,4.0,2.0,34,Research & Development,1,1,Research Scientist,53810,1.0,12,8,10.0,0,10,8,3,3,No
1.0,1.0,3.0,45,Research & Development,19,3,Research Director,34410,2.0,13,8,5.0,5,1,0,3,3,Yes
3.0,4.0,3.0,26,Research & Development,7,1,Manufacturing Director,54540,1.0,13,8,3.0,5,3,0,4,3,No
3.0,3.0,3.0,37,Research & Development,4,1,Manager,98840,1.0,14,8,10.0,3,10,7,2,3,No
2.0,3.0,2.0,29,Research & Development,2,1,Healthcare Representative,41570,1.0,17,8,6.0,2,6,1,3,3,No
2.0,4.0,3.0,35,Research & Development,10,4,Laboratory Technician,134580,1.0,11,8,17.0,3,17,11,3,3,No
3.0,4.0,1.0,33,Research & Development,8,2,Laboratory Technician,90690,3.0,25,8,15.0,3,13,4,3,4,No
2.0,2.0,3.0,36,Research & Development,8,2,Research Scientist,59150,2.0,13,8,13.0,3,3,0,2,3,No
1.0,4.0,3.0,27,Sales,9,5,Research Director,59930,0.0,14,8,5.0,3,4,1,1,3,No
4.0,3.0,3.0,20,Research & Development,1,5,Sales Representative,61620,1.0,12,8,1.0,2,1,1,2,3,Yes
1.0,1.0,3.0,33,Research & Development,15,1,Laboratory Technician,24060,1.0,11,8,10.0,3,10,9,3,3,Yes
3.0,3.0,3.0,35,Research & Development,2,1,Research Scientist,187400,1.0,19,8,1.0,2,1,0,4,3,No
1.0,1.0,4.0,23,Research & Development,2,1,Healthcare Representative,76370,2.0,11,8,5.0,3,3,0,3,3,No
4.0,2.0,3.0,25,Research & Development,11,2,Manufacturing Director,100960,0.0,11,8,4.0,3,3,1,3,3,No
